feature,importance
num__num_4,0.19498692293206377
num__num_7,0.15975007727831228
num__num_6,0.14011702871418827
num__num_2,0.11134523733946661
num__num_1,0.10136739944381477
num__num_5,0.0941032504677525
num__num_3,0.06966123563295612
num__num_0,0.06869886338484629
cat__cat_channel_online,0.010075551358466824
cat__cat_region_north,0.009433688023627295
