condition,model,fold,feature,importance,rank
after,random_forest,1,mean perimeter,-0.004970760233918093,30.0
after,random_forest,1,mean radius,2.2204460492503132e-17,25.0
after,random_forest,1,mean smoothness,0.0017543859649123046,18.0
after,random_forest,1,mean symmetry,0.0035087719298245723,14.0
after,random_forest,1,mean texture,0.007602339181286584,7.0
after,random_forest,1,perimeter error,0.0014619883040935867,19.0
after,random_forest,1,radius error,0.0002923976608187292,23.0
after,random_forest,1,smoothness error,0.004678362573099448,12.0
after,random_forest,1,symmetry error,0.007894736842105288,6.0
after,random_forest,1,texture error,0.0002923976608187292,23.0
after,random_forest,1,worst area,0.008771929824561453,4.0
after,random_forest,1,worst compactness,0.009064327485380145,3.0
after,random_forest,1,worst concave points,0.014619883040935719,1.0
after,random_forest,1,worst concavity,0.006140350877193013,9.0
after,random_forest,1,worst fractal dimension,0.002339181286549726,16.0
after,random_forest,1,worst perimeter,0.0005847953216374694,22.0
after,random_forest,1,worst radius,0.006725146198830449,8.0
after,random_forest,1,worst smoothness,-0.0023391812865496743,29.0
after,random_forest,1,worst symmetry,0.0011695906432748796,20.0
after,random_forest,1,worst texture,0.014619883040935715,2.0
after,random_forest,2,area error,0.0,19.0
after,random_forest,2,compactness error,0.0017543859649122862,8.0
after,random_forest,2,concave points error,0.0002923976608187144,17.0
after,random_forest,2,concavity error,0.0,19.0
after,random_forest,2,fractal dimension error,0.0014619883040935717,10.0
after,random_forest,2,mean area,0.0017543859649122862,8.0
after,random_forest,2,mean compactness,0.0,19.0
after,random_forest,2,mean concave points,-0.004385964912280715,30.0
after,random_forest,2,mean concavity,0.0008771929824561431,15.0
after,random_forest,2,mean fractal dimension,0.0002923976608187144,17.0
after,random_forest,2,mean perimeter,0.0014619883040935717,10.0
after,random_forest,2,mean radius,0.0011695906432748575,12.0
after,random_forest,2,mean smoothness,0.004970760233918144,5.0
after,random_forest,2,mean symmetry,0.0038011695906432865,6.0
after,random_forest,2,mean texture,0.005555555555555573,3.0
after,random_forest,2,perimeter error,0.0011695906432748575,12.0
after,random_forest,2,radius error,0.0,19.0
after,random_forest,2,smoothness error,0.0,19.0
after,random_forest,2,symmetry error,0.0,19.0
after,random_forest,2,texture error,0.0011695906432748575,12.0
after,random_forest,2,worst area,0.0038011695906432757,7.0
after,random_forest,2,worst compactness,-0.0029239766081871434,28.0
after,random_forest,2,worst concave points,-0.0020467836257310004,27.0
after,random_forest,2,worst concavity,-0.0038011695906432865,29.0
after,random_forest,2,worst fractal dimension,0.0008771929824561431,15.0
after,random_forest,2,worst perimeter,-0.0008771929824561431,26.0
after,random_forest,2,worst radius,0.0,19.0
after,random_forest,2,worst smoothness,0.0052631578947368585,4.0
after,random_forest,2,worst symmetry,0.008187134502924001,1.0
after,random_forest,2,worst texture,0.006432748538011716,2.0
after,random_forest,3,area error,-0.003216374269005873,27.0
after,random_forest,3,compactness error,0.0,14.0
after,random_forest,3,concave points error,0.0,14.0
after,random_forest,3,concavity error,0.0,14.0
after,random_forest,3,fractal dimension error,0.0,14.0
after,random_forest,3,mean area,0.002339181286549685,9.0
after,random_forest,3,mean compactness,0.0,14.0
after,random_forest,3,mean concave points,-0.007894736842105303,30.0
after,random_forest,3,mean concavity,-0.00467836257309943,29.0
after,random_forest,3,mean fractal dimension,0.0,14.0
after,random_forest,3,mean perimeter,0.002631578947368396,8.0
after,random_forest,3,mean radius,0.005263157894736792,6.0
after,random_forest,3,mean smoothness,0.0,14.0
after,random_forest,3,mean symmetry,0.0,14.0
after,random_forest,3,mean texture,0.0,14.0
after,random_forest,3,perimeter error,-0.0035087719298245723,28.0
after,random_forest,3,radius error,0.0005847953216374065,13.0
after,random_forest,3,smoothness error,0.0,14.0
after,random_forest,3,symmetry error,0.0,14.0
after,random_forest,3,texture error,0.0,14.0
after,random_forest,3,worst area,0.016374269005847906,1.0
after,random_forest,3,worst compactness,0.0014619883040935533,11.0
after,random_forest,3,worst concave points,0.007017543859649078,4.0
after,random_forest,3,worst concavity,0.002339181286549685,9.0
after,random_forest,3,worst fractal dimension,0.0,14.0
after,random_forest,3,worst perimeter,0.005263157894736803,5.0
after,random_forest,3,worst radius,0.009649122807017496,2.0
after,random_forest,3,worst smoothness,0.005263157894736792,6.0
after,random_forest,3,worst symmetry,0.0005847953216374213,12.0
after,random_forest,3,worst texture,0.00877192982456135,3.0
after,random_forest,4,area error,0.001474926253687318,9.0
after,random_forest,4,compactness error,0.0,11.0
after,random_forest,4,concave points error,0.0,11.0
after,random_forest,4,concavity error,0.0,11.0
after,random_forest,4,fractal dimension error,0.0,11.0
after,random_forest,4,mean area,0.0,11.0
after,random_forest,4,mean compactness,0.0,11.0
after,random_forest,4,mean concave points,0.011209439528023573,3.0
after,random_forest,4,mean concavity,0.002359882005899709,8.0
after,random_forest,4,mean fractal dimension,0.0,11.0
after,random_forest,4,mean perimeter,0.0,11.0
after,random_forest,4,mean radius,0.0,11.0
after,random_forest,4,mean smoothness,0.0026548672566371724,7.0
after,random_forest,4,mean symmetry,0.0,11.0
after,random_forest,4,mean texture,0.0011799410029498544,10.0
after,random_forest,4,perimeter error,0.0,11.0
after,random_forest,4,radius error,0.0,11.0
after,random_forest,4,smoothness error,0.0,11.0
after,random_forest,4,symmetry error,0.0,11.0
after,random_forest,4,texture error,0.0,11.0
after,random_forest,4,worst area,0.01327433628318581,2.0
after,random_forest,4,worst compactness,0.0,11.0
after,random_forest,4,worst concave points,0.01563421828908551,1.0
after,random_forest,4,worst concavity,0.00737463126843656,5.0
after,random_forest,4,worst fractal dimension,0.0,11.0
after,random_forest,4,worst perimeter,0.0,11.0
after,random_forest,4,worst radius,0.0,11.0
after,random_forest,4,worst smoothness,0.004719764011799418,6.0
after,random_forest,4,worst symmetry,0.0,11.0
after,random_forest,4,worst texture,0.010324483775811204,4.0
before,knn,0,area error,0.004970760233918144,4.0
before,knn,0,compactness error,0.0,7.0
before,knn,0,concave points error,0.0,7.0
before,knn,0,concavity error,0.0,7.0
before,knn,0,fractal dimension error,0.0,7.0
before,knn,0,mean area,0.1239766081871345,2.0
before,knn,0,mean compactness,0.0,7.0
before,knn,0,mean concave points,0.0,7.0
before,knn,0,mean concavity,0.0,7.0
before,knn,0,mean fractal dimension,0.0,7.0
before,knn,0,mean perimeter,0.0026315789473684292,5.0
before,knn,0,mean radius,0.0,7.0
before,knn,0,mean smoothness,0.0,7.0
before,knn,0,mean symmetry,0.0,7.0
before,knn,0,mean texture,0.0008771929824561431,6.0
before,knn,0,perimeter error,0.0,7.0
before,knn,0,radius error,0.0,7.0
before,knn,0,smoothness error,0.0,7.0
before,knn,0,symmetry error,0.0,7.0
before,knn,0,texture error,0.0,7.0
before,knn,0,worst area,0.3845029239766082,1.0
before,knn,0,worst compactness,0.0,7.0
before,knn,0,worst concave points,0.0,7.0
before,knn,0,worst concavity,0.0,7.0
before,knn,0,worst fractal dimension,0.0,7.0
before,knn,0,worst perimeter,-0.0023391812865497076,30.0
before,knn,0,worst radius,0.0,7.0
before,knn,0,worst smoothness,0.0,7.0
before,knn,0,worst symmetry,0.0,7.0
before,knn,0,worst texture,0.005555555555555573,3.0
before,knn,1,area error,0.00818713450292401,2.0
before,knn,1,compactness error,0.0,7.0
before,knn,1,concave points error,0.0,7.0
before,knn,1,concavity error,0.0,7.0
before,knn,1,fractal dimension error,0.0,7.0
before,knn,1,mean area,0.005847953216374302,4.0
before,knn,1,mean compactness,0.0,7.0
before,knn,1,mean concave points,0.0,7.0
before,knn,1,mean concavity,0.0,7.0
before,knn,1,mean fractal dimension,0.0,7.0
before,knn,1,mean perimeter,0.0,7.0
before,knn,1,mean radius,0.0,7.0
before,knn,1,mean smoothness,0.0,7.0
before,knn,1,mean symmetry,0.0,7.0
before,knn,1,mean texture,0.0014619883040935717,6.0
before,knn,1,perimeter error,0.0,7.0
before,knn,1,radius error,0.0,7.0
before,knn,1,smoothness error,0.0,7.0
before,knn,1,symmetry error,0.0,7.0
before,knn,1,texture error,0.0,7.0
before,knn,1,worst area,0.3909356725146199,1.0
before,knn,1,worst compactness,0.0,7.0
before,knn,1,worst concave points,0.0,7.0
before,knn,1,worst concavity,0.0,7.0
before,knn,1,worst fractal dimension,0.0,7.0
before,knn,1,worst perimeter,0.004970760233918163,5.0
before,knn,1,worst radius,0.0,7.0
before,knn,1,worst smoothness,0.0,7.0
before,knn,1,worst symmetry,0.0,7.0
before,knn,1,worst texture,0.006432748538011716,3.0
before,knn,2,area error,0.0014619883040935717,3.0
before,knn,2,compactness error,0.0,4.0
before,knn,2,concave points error,0.0,4.0
before,knn,2,concavity error,0.0,4.0
before,knn,2,fractal dimension error,0.0,4.0
before,knn,2,mean area,0.12456140350877193,2.0
before,knn,2,mean compactness,0.0,4.0
before,knn,2,mean concave points,0.0,4.0
before,knn,2,mean concavity,0.0,4.0
before,knn,2,mean fractal dimension,0.0,4.0
before,knn,2,mean perimeter,-0.0029239766081871434,30.0
before,knn,2,mean radius,0.0,4.0
before,knn,2,mean smoothness,0.0,4.0
before,knn,2,mean symmetry,0.0,4.0
before,knn,2,mean texture,0.0,4.0
before,knn,2,perimeter error,0.0,4.0
before,knn,2,radius error,0.0,4.0
before,knn,2,smoothness error,0.0,4.0
before,knn,2,symmetry error,0.0,4.0
before,knn,2,texture error,0.0,4.0
before,knn,2,worst area,0.35584795321637425,1.0
before,knn,2,worst compactness,0.0,4.0
before,knn,2,worst concave points,0.0,4.0
before,knn,2,worst concavity,0.0,4.0
before,knn,2,worst fractal dimension,0.0,4.0
before,knn,2,worst perimeter,-0.0005847953216374288,29.0
before,knn,2,worst radius,0.0,4.0
before,knn,2,worst smoothness,0.0,4.0
before,knn,2,worst symmetry,0.0,4.0
before,knn,2,worst texture,0.0,4.0
before,knn,3,area error,0.008187134502923984,3.0
before,knn,3,compactness error,0.0,6.0
before,knn,3,concave points error,0.0,6.0
before,knn,3,concavity error,0.0,6.0
before,knn,3,fractal dimension error,0.0,6.0
before,knn,3,mean area,0.1786549707602339,2.0
before,knn,3,mean compactness,0.0,6.0
before,knn,3,mean concave points,0.0,6.0
before,knn,3,mean concavity,0.0,6.0
before,knn,3,mean fractal dimension,0.0,6.0
before,knn,3,mean perimeter,0.0064327485380117014,5.0
before,knn,3,mean radius,0.0,6.0
before,knn,3,mean smoothness,0.0,6.0
before,knn,3,mean symmetry,0.0,6.0
before,knn,3,mean texture,0.0,6.0
before,knn,3,perimeter error,0.0,6.0
before,knn,3,radius error,0.0,6.0
before,knn,3,smoothness error,0.0,6.0
before,knn,3,symmetry error,0.0,6.0
before,knn,3,texture error,0.0,6.0
before,knn,3,worst area,0.3871345029239766,1.0
before,knn,3,worst compactness,0.0,6.0
before,knn,3,worst concave points,0.0,6.0
before,knn,3,worst concavity,0.0,6.0
before,knn,3,worst fractal dimension,0.0,6.0
before,knn,3,worst perimeter,0.00730994152046783,4.0
before,knn,3,worst radius,0.0,6.0
before,knn,3,worst smoothness,0.0,6.0
before,knn,3,worst symmetry,0.0,6.0
before,knn,3,worst texture,0.0,6.0
before,knn,4,area error,0.005014749262536884,4.0
before,knn,4,compactness error,0.0,7.0
before,knn,4,concave points error,0.0,7.0
before,knn,4,concavity error,0.0,7.0
before,knn,4,fractal dimension error,0.0,7.0
before,knn,4,mean area,0.12005899705014754,2.0
before,knn,4,mean compactness,0.0,7.0
before,knn,4,mean concave points,0.0,7.0
before,knn,4,mean concavity,0.0,7.0
before,knn,4,mean fractal dimension,0.0,7.0
before,knn,4,mean perimeter,0.002064896755162245,6.0
before,knn,4,mean radius,0.0,7.0
before,knn,4,mean smoothness,0.0,7.0
before,knn,4,mean symmetry,0.0,7.0
before,knn,4,mean texture,0.0,7.0
before,knn,4,perimeter error,0.0,7.0
before,knn,4,radius error,0.0,7.0
before,knn,4,smoothness error,0.0,7.0
before,knn,4,symmetry error,0.0,7.0
before,knn,4,texture error,0.0,7.0
before,knn,4,worst area,0.38879056047197647,1.0
before,knn,4,worst compactness,0.0,7.0
before,knn,4,worst concave points,0.0,7.0
before,knn,4,worst concavity,0.0,7.0
before,knn,4,worst fractal dimension,0.0,7.0
before,knn,4,worst perimeter,0.007079646017699126,3.0
before,knn,4,worst radius,0.0,7.0
before,knn,4,worst smoothness,0.0,7.0
before,knn,4,worst symmetry,0.0,7.0
before,knn,4,worst texture,0.003539823008849563,5.0
before,linear_svc,0,area error,0.093859649122807,5.0
before,linear_svc,0,compactness error,0.0,14.0
before,linear_svc,0,concave points error,0.0,14.0
before,linear_svc,0,concavity error,0.0,14.0
before,linear_svc,0,fractal dimension error,0.0,14.0
before,linear_svc,0,mean area,0.18801169590643274,3.0
before,linear_svc,0,mean compactness,0.0,14.0
before,linear_svc,0,mean concave points,0.0,14.0
before,linear_svc,0,mean concavity,0.0020467836257310004,10.0
before,linear_svc,0,mean fractal dimension,0.0,14.0
before,linear_svc,0,mean perimeter,0.21725146198830408,2.0
before,linear_svc,0,mean radius,0.12134502923976606,4.0
before,linear_svc,0,mean smoothness,0.0,14.0
before,linear_svc,0,mean symmetry,0.0,14.0
before,linear_svc,0,mean texture,0.010526315789473691,8.0
before,linear_svc,0,perimeter error,0.0008771929824561357,12.0
before,linear_svc,0,radius error,0.0,14.0
before,linear_svc,0,smoothness error,0.0,14.0
before,linear_svc,0,symmetry error,0.0,14.0
before,linear_svc,0,texture error,0.030409356725146185,7.0
before,linear_svc,0,worst area,0.3640350877192982,1.0
before,linear_svc,0,worst compactness,-0.004093567251462001,30.0
before,linear_svc,0,worst concave points,0.0029239766081871434,9.0
before,linear_svc,0,worst concavity,0.0011695906432748501,11.0
before,linear_svc,0,worst fractal dimension,0.0,14.0
before,linear_svc,0,worst perimeter,-0.0008771929824561431,29.0
before,linear_svc,0,worst radius,-0.00029239766081871806,28.0
before,linear_svc,0,worst smoothness,0.0,14.0
before,linear_svc,0,worst symmetry,0.0002923976608187144,13.0
before,linear_svc,0,worst texture,0.09035087719298243,6.0
before,linear_svc,1,area error,0.026023391812865483,6.0
before,linear_svc,1,compactness error,0.0,8.0
before,linear_svc,1,concave points error,0.0,8.0
before,linear_svc,1,concavity error,0.0,8.0
before,linear_svc,1,fractal dimension error,0.0,8.0
before,linear_svc,1,mean area,-0.008479532163742701,28.0
before,linear_svc,1,mean compactness,-0.0002923976608187144,21.0
before,linear_svc,1,mean concave points,0.0,8.0
before,linear_svc,1,mean concavity,-0.0008771929824561431,24.0
before,linear_svc,1,mean fractal dimension,0.0,8.0
before,linear_svc,1,mean perimeter,0.27076023391812865,2.0
before,linear_svc,1,mean radius,0.07953216374269004,4.0
before,linear_svc,1,mean smoothness,0.0,8.0
before,linear_svc,1,mean symmetry,0.0,8.0
before,linear_svc,1,mean texture,-0.010233918128654994,29.0
before,linear_svc,1,perimeter error,-0.011111111111111134,30.0
before,linear_svc,1,radius error,0.0,8.0
before,linear_svc,1,smoothness error,0.0,8.0
before,linear_svc,1,symmetry error,0.0,8.0
before,linear_svc,1,texture error,-0.004385964912280715,27.0
before,linear_svc,1,worst area,0.4839181286549707,1.0
before,linear_svc,1,worst compactness,-0.0017543859649122862,25.0
before,linear_svc,1,worst concave points,-0.0002923976608187144,21.0
before,linear_svc,1,worst concavity,-0.003216374269005858,26.0
before,linear_svc,1,worst fractal dimension,0.0,8.0
before,linear_svc,1,worst perimeter,0.09122807017543857,3.0
before,linear_svc,1,worst radius,0.044736842105263144,5.0
before,linear_svc,1,worst smoothness,0.0,8.0
before,linear_svc,1,worst symmetry,-0.0002923976608187144,21.0
before,linear_svc,1,worst texture,0.023976608187134485,7.0
before,linear_svc,2,area error,0.06959064327485381,6.0
before,linear_svc,2,compactness error,0.0,19.0
before,linear_svc,2,concave points error,0.0,19.0
before,linear_svc,2,concavity error,0.0,19.0
before,linear_svc,2,fractal dimension error,0.0,19.0
before,linear_svc,2,mean area,0.010818713450292413,9.0
before,linear_svc,2,mean compactness,0.0005847953216374288,18.0
before,linear_svc,2,mean concave points,0.0014619883040935717,15.0
before,linear_svc,2,mean concavity,0.0,19.0
before,linear_svc,2,mean fractal dimension,0.0,19.0
before,linear_svc,2,mean perimeter,0.31315789473684214,2.0
before,linear_svc,2,mean radius,0.16228070175438597,4.0
before,linear_svc,2,mean smoothness,0.0,19.0
before,linear_svc,2,mean symmetry,0.0008771929824561431,17.0
before,linear_svc,2,mean texture,0.012865497076023406,8.0
before,linear_svc,2,perimeter error,0.003801169590643283,12.0
before,linear_svc,2,radius error,0.0,19.0
before,linear_svc,2,smoothness error,0.0,19.0
before,linear_svc,2,symmetry error,0.0,19.0
before,linear_svc,2,texture error,0.028070175438596502,7.0
before,linear_svc,2,worst area,0.4757309941520468,1.0
before,linear_svc,2,worst compactness,0.0,19.0
before,linear_svc,2,worst concave points,0.0014619883040935717,15.0
before,linear_svc,2,worst concavity,0.007309941520467855,11.0
before,linear_svc,2,worst fractal dimension,0.0,19.0
before,linear_svc,2,worst perimeter,0.008479532163742705,10.0
before,linear_svc,2,worst radius,0.09152046783625732,5.0
before,linear_svc,2,worst smoothness,0.0017543859649122862,13.0
before,linear_svc,2,worst symmetry,0.0017543859649122862,13.0
before,linear_svc,2,worst texture,0.16257309941520467,3.0
before,linear_svc,3,area error,0.18333333333333326,3.0
before,linear_svc,3,compactness error,0.0,10.0
before,linear_svc,3,concave points error,0.0,10.0
before,linear_svc,3,concavity error,0.0,10.0
before,linear_svc,3,fractal dimension error,0.0,10.0
before,linear_svc,3,mean area,0.3646198830409356,2.0
before,linear_svc,3,mean compactness,0.0,10.0
before,linear_svc,3,mean concave points,0.0,10.0
before,linear_svc,3,mean concavity,-0.002339181286549715,24.0
before,linear_svc,3,mean fractal dimension,0.0,10.0
before,linear_svc,3,mean perimeter,0.4441520467836257,1.0
before,linear_svc,3,mean radius,0.15818713450292393,5.0
before,linear_svc,3,mean smoothness,0.0,10.0
before,linear_svc,3,mean symmetry,0.0,10.0
before,linear_svc,3,mean texture,-0.01637426900584799,30.0
before,linear_svc,3,perimeter error,0.005555555555555513,8.0
before,linear_svc,3,radius error,-0.0020467836257310004,23.0
before,linear_svc,3,smoothness error,0.0,10.0
before,linear_svc,3,symmetry error,0.0,10.0
before,linear_svc,3,texture error,0.00438596491228066,9.0
before,linear_svc,3,worst area,0.021052631578947323,7.0
before,linear_svc,3,worst compactness,-0.005847953216374287,28.0
before,linear_svc,3,worst concave points,-0.0029239766081871434,25.0
before,linear_svc,3,worst concavity,-0.004970760233918144,27.0
before,linear_svc,3,worst fractal dimension,0.0,10.0
before,linear_svc,3,worst perimeter,0.15964912280701749,4.0
before,linear_svc,3,worst radius,-0.007602339181286573,29.0
before,linear_svc,3,worst smoothness,0.0,10.0
before,linear_svc,3,worst symmetry,-0.004093567251462001,26.0
before,linear_svc,3,worst texture,0.08128654970760231,6.0
before,linear_svc,4,area error,0.07227138643067842,5.0
before,linear_svc,4,compactness error,0.0,9.0
before,linear_svc,4,concave points error,0.0,9.0
before,linear_svc,4,concavity error,0.0,9.0
before,linear_svc,4,fractal dimension error,0.0,9.0
before,linear_svc,4,mean area,0.16489675516224184,3.0
before,linear_svc,4,mean compactness,0.0,9.0
before,linear_svc,4,mean concave points,0.0,9.0
before,linear_svc,4,mean concavity,-0.0008849557522123908,25.0
before,linear_svc,4,mean fractal dimension,0.0,9.0
before,linear_svc,4,mean perimeter,0.2755162241887905,2.0
before,linear_svc,4,mean radius,0.1212389380530973,4.0
before,linear_svc,4,mean smoothness,0.0,9.0
before,linear_svc,4,mean symmetry,0.0,9.0
before,linear_svc,4,mean texture,-0.002949852507374636,26.0
before,linear_svc,4,perimeter error,0.0008849557522123463,8.0
before,linear_svc,4,radius error,0.0,9.0
before,linear_svc,4,smoothness error,0.0,9.0
before,linear_svc,4,symmetry error,0.0,9.0
before,linear_svc,4,texture error,0.00088495575221235,7.0
before,linear_svc,4,worst area,0.3787610619469026,1.0
before,linear_svc,4,worst compactness,-0.0038348082595870267,28.0
before,linear_svc,4,worst concave points,0.0,9.0
before,linear_svc,4,worst concavity,-0.004719764011799421,29.0
before,linear_svc,4,worst fractal dimension,0.0,9.0
before,linear_svc,4,worst perimeter,-0.005604719764011816,30.0
before,linear_svc,4,worst radius,-0.0035398230088495666,27.0
before,linear_svc,4,worst smoothness,0.0,9.0
before,linear_svc,4,worst symmetry,-0.0005899705014749272,24.0
before,linear_svc,4,worst texture,0.043657817109144494,6.0
before,logistic_regression,0,area error,0.11988304093567252,4.0
before,logistic_regression,0,compactness error,0.0,14.0
before,logistic_regression,0,concave points error,0.0,14.0
before,logistic_regression,0,concavity error,0.0,14.0
before,logistic_regression,0,fractal dimension error,0.0,14.0
before,logistic_regression,0,mean area,0.08742690058479534,5.0
before,logistic_regression,0,mean compactness,0.0,14.0
before,logistic_regression,0,mean concave points,0.0,14.0
before,logistic_regression,0,mean concavity,0.0,14.0
before,logistic_regression,0,mean fractal dimension,0.0,14.0
before,logistic_regression,0,mean perimeter,0.18011695906432748,3.0
before,logistic_regression,0,mean radius,0.030116959064327497,7.0
before,logistic_regression,0,mean smoothness,0.0,14.0
before,logistic_regression,0,mean symmetry,0.0,14.0
before,logistic_regression,0,mean texture,0.016666666666666694,9.0
before,logistic_regression,0,perimeter error,0.0017543859649122862,12.0
before,logistic_regression,0,radius error,0.0,14.0
before,logistic_regression,0,smoothness error,0.0,14.0
before,logistic_regression,0,symmetry error,0.0,14.0
before,logistic_regression,0,texture error,0.01842105263157896,8.0
before,logistic_regression,0,worst area,0.27251461988304093,1.0
before,logistic_regression,0,worst compactness,0.0005847953216374288,13.0
before,logistic_regression,0,worst concave points,0.0,14.0
before,logistic_regression,0,worst concavity,0.008479532163742708,10.0
before,logistic_regression,0,worst fractal dimension,0.0,14.0
before,logistic_regression,0,worst perimeter,0.20058479532163745,2.0
before,logistic_regression,0,worst radius,0.007017543859649141,11.0
before,logistic_regression,0,worst smoothness,0.0,14.0
before,logistic_regression,0,worst symmetry,0.0,14.0
before,logistic_regression,0,worst texture,0.07485380116959066,6.0
before,logistic_regression,1,area error,0.02690058479532161,6.0
before,logistic_regression,1,compactness error,0.0,10.0
before,logistic_regression,1,concave points error,0.0,10.0
before,logistic_regression,1,concavity error,0.0,10.0
before,logistic_regression,1,fractal dimension error,0.0,10.0
before,logistic_regression,1,mean area,0.04444444444444442,4.0
before,logistic_regression,1,mean compactness,0.0,10.0
before,logistic_regression,1,mean concave points,0.0,10.0
before,logistic_regression,1,mean concavity,0.0,10.0
before,logistic_regression,1,mean fractal dimension,0.0,10.0
before,logistic_regression,1,mean perimeter,0.20321637426900582,2.0
before,logistic_regression,1,mean radius,0.004385964912280689,9.0
before,logistic_regression,1,mean smoothness,0.0,10.0
before,logistic_regression,1,mean symmetry,0.0,10.0
before,logistic_regression,1,mean texture,-0.010233918128654994,30.0
before,logistic_regression,1,perimeter error,-0.0026315789473684292,29.0
before,logistic_regression,1,radius error,0.0,10.0
before,logistic_regression,1,smoothness error,0.0,10.0
before,logistic_regression,1,symmetry error,0.0,10.0
before,logistic_regression,1,texture error,0.0,10.0
before,logistic_regression,1,worst area,0.31286549707602335,1.0
before,logistic_regression,1,worst compactness,0.005555555555555573,8.0
before,logistic_regression,1,worst concave points,0.0,10.0
before,logistic_regression,1,worst concavity,0.007602339181286573,7.0
before,logistic_regression,1,worst fractal dimension,0.0,10.0
before,logistic_regression,1,worst perimeter,0.1923976608187134,3.0
before,logistic_regression,1,worst radius,-0.0017543859649122935,28.0
before,logistic_regression,1,worst smoothness,0.0,10.0
before,logistic_regression,1,worst symmetry,0.0,10.0
before,logistic_regression,1,worst texture,0.034210526315789455,5.0
before,logistic_regression,2,area error,0.07865497076023394,5.0
before,logistic_regression,2,compactness error,0.0,21.0
before,logistic_regression,2,concave points error,0.0,21.0
before,logistic_regression,2,concavity error,0.0,21.0
before,logistic_regression,2,fractal dimension error,0.0,21.0
before,logistic_regression,2,mean area,0.13187134502923978,3.0
before,logistic_regression,2,mean compactness,0.0008771929824561431,19.0
before,logistic_regression,2,mean concave points,0.0011695906432748575,17.0
before,logistic_regression,2,mean concavity,0.0020467836257310004,14.0
before,logistic_regression,2,mean fractal dimension,0.0,21.0
before,logistic_regression,2,mean perimeter,0.2742690058479532,2.0
before,logistic_regression,2,mean radius,0.06549707602339182,7.0
before,logistic_regression,2,mean smoothness,0.0,21.0
before,logistic_regression,2,mean symmetry,0.0002923976608187144,20.0
before,logistic_regression,2,mean texture,0.00877192982456142,11.0
before,logistic_regression,2,perimeter error,0.00672514619883043,12.0
before,logistic_regression,2,radius error,0.0011695906432748575,17.0
before,logistic_regression,2,smoothness error,0.0,21.0
before,logistic_regression,2,symmetry error,0.0,21.0
before,logistic_regression,2,texture error,0.009356725146198851,10.0
before,logistic_regression,2,worst area,0.3242690058479532,1.0
before,logistic_regression,2,worst compactness,0.002339181286549715,13.0
before,logistic_regression,2,worst concave points,0.0020467836257310004,14.0
before,logistic_regression,2,worst concavity,0.009356725146198857,9.0
before,logistic_regression,2,worst fractal dimension,0.0,21.0
before,logistic_regression,2,worst perimeter,0.07163742690058482,6.0
before,logistic_regression,2,worst radius,0.022222222222222237,8.0
before,logistic_regression,2,worst smoothness,0.0,21.0
before,logistic_regression,2,worst symmetry,0.0017543859649122862,16.0
before,logistic_regression,2,worst texture,0.11169590643274854,4.0
before,logistic_regression,3,area error,0.17894736842105258,3.0
before,logistic_regression,3,compactness error,0.0,13.0
before,logistic_regression,3,concave points error,0.0,13.0
before,logistic_regression,3,concavity error,0.0,13.0
before,logistic_regression,3,fractal dimension error,0.0,13.0
before,logistic_regression,3,mean area,0.10584795321637423,5.0
before,logistic_regression,3,mean compactness,0.0,13.0
before,logistic_regression,3,mean concave points,0.0,13.0
before,logistic_regression,3,mean concavity,0.0,13.0
before,logistic_regression,3,mean fractal dimension,0.0,13.0
before,logistic_regression,3,mean perimeter,0.437719298245614,1.0
before,logistic_regression,3,mean radius,0.02894736842105259,7.0
before,logistic_regression,3,mean smoothness,0.0,13.0
before,logistic_regression,3,mean symmetry,0.0,13.0
before,logistic_regression,3,mean texture,0.003216374269005806,11.0
before,logistic_regression,3,perimeter error,0.01783625730994148,8.0
before,logistic_regression,3,radius error,0.0,13.0
before,logistic_regression,3,smoothness error,0.0,13.0
before,logistic_regression,3,symmetry error,0.0,13.0
before,logistic_regression,3,texture error,0.011988304093567189,9.0
before,logistic_regression,3,worst area,0.1494152046783625,4.0
before,logistic_regression,3,worst compactness,0.0,13.0
before,logistic_regression,3,worst concave points,0.0,13.0
before,logistic_regression,3,worst concavity,0.001754385964912264,12.0
before,logistic_regression,3,worst fractal dimension,0.0,13.0
before,logistic_regression,3,worst perimeter,0.22953216374269,2.0
before,logistic_regression,3,worst radius,0.007894736842105217,10.0
before,logistic_regression,3,worst smoothness,0.0,13.0
before,logistic_regression,3,worst symmetry,0.0,13.0
before,logistic_regression,3,worst texture,0.08187134502923972,6.0
before,logistic_regression,4,area error,0.10914454277286131,4.0
before,logistic_regression,4,compactness error,0.0,10.0
before,logistic_regression,4,concave points error,0.0,10.0
before,logistic_regression,4,concavity error,0.0,10.0
before,logistic_regression,4,fractal dimension error,0.0,10.0
before,logistic_regression,4,mean area,0.053982300884955724,5.0
before,logistic_regression,4,mean compactness,0.0,10.0
before,logistic_regression,4,mean concave points,0.0,10.0
before,logistic_regression,4,mean concavity,0.0,10.0
before,logistic_regression,4,mean fractal dimension,0.0,10.0
before,logistic_regression,4,mean perimeter,0.2454277286135693,2.0
before,logistic_regression,4,mean radius,0.024778761061946857,7.0
before,logistic_regression,4,mean smoothness,0.0,10.0
before,logistic_regression,4,mean symmetry,0.0,10.0
before,logistic_regression,4,mean texture,-0.0011799410029498544,30.0
before,logistic_regression,4,perimeter error,0.002359882005899709,8.0
before,logistic_regression,4,radius error,0.0,10.0
