model,outer_fold,threshold,inner_f1,inner_precision,inner_recall,inner_balanced_accuracy
logistic_regression,0,0.44,0.5621621621621622,0.7878787878787878,0.4369747899159664,0.7137608588337427
logistic_regression,0,0.45,0.5621621621621622,0.7878787878787878,0.4369747899159664,0.7137608588337427
logistic_regression,0,0.46,0.5621621621621622,0.7878787878787878,0.4369747899159664,0.7137608588337427
logistic_regression,0,0.47,0.5543478260869565,0.7846153846153846,0.42857142857142855,0.7095591781614738
logistic_regression,0,0.48,0.5543478260869565,0.7846153846153846,0.42857142857142855,0.7095591781614738
logistic_regression,0,0.49,0.5494505494505495,0.7936507936507936,0.42016806722689076,0.7056951072123651
logistic_regression,0,0.5,0.5524861878453039,0.8064516129032258,0.42016806722689076,0.706032716935525
logistic_regression,0,0.51,0.5444444444444444,0.8032786885245902,0.4117647058823529,0.7018310362632562
logistic_regression,0,0.52,0.5444444444444444,0.8032786885245902,0.4117647058823529,0.7018310362632562
logistic_regression,0,0.53,0.547486033519553,0.8166666666666667,0.4117647058823529,0.7021686459864162
logistic_regression,0,0.54,0.5485714285714286,0.8571428571428571,0.40336134453781514,0.6989797944836273
logistic_regression,0,0.55,0.5485714285714286,0.8571428571428571,0.40336134453781514,0.6989797944836273
logistic_regression,0,0.56,0.5433526011560693,0.8703703703703703,0.3949579831932773,0.6951157235345184
logistic_regression,0,0.57,0.5497076023391813,0.9038461538461539,0.3949579831932773,0.6957909429808385
logistic_regression,0,0.58,0.5497076023391813,0.9038461538461539,0.3949579831932773,0.6957909429808385
logistic_regression,0,0.59,0.5497076023391813,0.9038461538461539,0.3949579831932773,0.6957909429808385
logistic_regression,0,0.6,0.5497076023391813,0.9038461538461539,0.3949579831932773,0.6957909429808385
logistic_regression,0,0.61,0.5325443786982249,0.9,0.37815126050420167,0.6873875816363006
logistic_regression,0,0.62,0.5357142857142857,0.9183673469387755,0.37815126050420167,0.6877251913594608
logistic_regression,0,0.63,0.5180722891566265,0.9148936170212766,0.36134453781512604,0.679321830014923
logistic_regression,0,0.64,0.5180722891566265,0.9148936170212766,0.36134453781512604,0.679321830014923
logistic_regression,0,0.65,0.509090909090909,0.9130434782608695,0.35294117647058826,0.6751201493426541
logistic_regression,0,0.66,0.509090909090909,0.9130434782608695,0.35294117647058826,0.6751201493426541
logistic_regression,0,0.67,0.49382716049382713,0.9302325581395349,0.33613445378151263,0.6670543977212762
logistic_regression,0,0.68,0.484472049689441,0.9285714285714286,0.3277310924369748,0.6628527170490073
logistic_regression,0,0.69,0.475,0.926829268292683,0.31932773109243695,0.6586510363767384
logistic_regression,0,0.7,0.46540880503144655,0.925,0.31092436974789917,0.6544493557044695
logistic_regression,0,0.71,0.445859872611465,0.9210526315789473,0.29411764705882354,0.6460459943599317
logistic_regression,0,0.72,0.445859872611465,0.9210526315789473,0.29411764705882354,0.6460459943599317
logistic_regression,0,0.73,0.445859872611465,0.9210526315789473,0.29411764705882354,0.6460459943599317
logistic_regression,0,0.74,0.4155844155844156,0.9142857142857143,0.2689075630252101,0.6334409523431249
logistic_regression,0,0.75,0.39473684210526316,0.9090909090909091,0.25210084033613445,0.6250375909985871
logistic_regression,0,0.76,0.37333333333333335,0.9032258064516129,0.23529411764705882,0.6166342296540493
