experiment,condition,model,fold,seed,n_train,n_test,fit_seconds,predict_seconds,metric,value,cleaning,analyzer
D_ablation,D3,logistic_regression,4,42,5889,1472,8.045846136001273,0.36813145199994324,f1_macro,0.9123322703540011,neologdn,sudachi_core_mode_c
D_ablation,D3,logistic_regression,4,42,5889,1472,8.045846136001273,0.36813145199994324,f1_weighted,0.9169729659801856,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,0,42,5888,1473,1.7148075189998053,0.33685723599955963,accuracy,0.9368635437881874,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,0,42,5888,1473,1.7148075189998053,0.33685723599955963,f1_macro,0.9323800704155545,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,0,42,5888,1473,1.7148075189998053,0.33685723599955963,f1_weighted,0.9362876690291356,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,1,42,5889,1472,1.6948573669997131,0.29964339599973755,accuracy,0.9490489130434783,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,1,42,5889,1472,1.6948573669997131,0.29964339599973755,f1_macro,0.945767376390147,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,1,42,5889,1472,1.6948573669997131,0.29964339599973755,f1_weighted,0.9488676959886663,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,2,42,5889,1472,1.8291001979996508,0.27548844600096345,accuracy,0.9476902173913043,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,2,42,5889,1472,1.8291001979996508,0.27548844600096345,f1_macro,0.9446538558729848,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,2,42,5889,1472,1.8291001979996508,0.27548844600096345,f1_weighted,0.9474799490010009,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,3,42,5889,1472,1.9016124429999763,0.30464869999923394,accuracy,0.9368206521739131,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,3,42,5889,1472,1.9016124429999763,0.30464869999923394,f1_macro,0.93212260714508,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,3,42,5889,1472,1.9016124429999763,0.30464869999923394,f1_weighted,0.9362660192662031,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,4,42,5889,1472,1.6363878669999394,0.3049665049984469,accuracy,0.9456521739130435,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,4,42,5889,1472,1.6363878669999394,0.3049665049984469,f1_macro,0.9414318743634511,neologdn,sudachi_core_mode_c
D_ablation,D3,linear_svc,4,42,5889,1472,1.6363878669999394,0.3049665049984469,f1_weighted,0.9453003781589991,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,0,42,5888,1473,9.624221468000542,0.41007665100005397,accuracy,0.8906992532247114,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,0,42,5888,1473,9.624221468000542,0.41007665100005397,f1_macro,0.8692029826459495,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,0,42,5888,1473,9.624221468000542,0.41007665100005397,f1_weighted,0.8838483670530255,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,1,42,5889,1472,9.811032733001412,0.3891932220012677,accuracy,0.9082880434782609,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,1,42,5889,1472,9.811032733001412,0.3891932220012677,f1_macro,0.8892106213800184,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,1,42,5889,1472,9.811032733001412,0.3891932220012677,f1_weighted,0.9025550023744663,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,2,42,5889,1472,9.597439003000545,0.3715804379990004,accuracy,0.9103260869565217,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,2,42,5889,1472,9.597439003000545,0.3715804379990004,f1_macro,0.8938755565101957,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,2,42,5889,1472,9.597439003000545,0.3715804379990004,f1_weighted,0.9058916289656149,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,3,42,5889,1472,9.227896861999398,0.36586313400039217,accuracy,0.8940217391304348,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,3,42,5889,1472,9.227896861999398,0.36586313400039217,f1_macro,0.8738927316125875,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,3,42,5889,1472,9.227896861999398,0.36586313400039217,f1_weighted,0.887546781995861,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,4,42,5889,1472,9.246971794000274,0.404503752999517,accuracy,0.9123641304347826,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,4,42,5889,1472,9.246971794000274,0.404503752999517,f1_macro,0.8986223951400807,neologdn,sudachi_core_mode_c
D_ablation,D3,random_forest,4,42,5889,1472,9.246971794000274,0.404503752999517,f1_weighted,0.9086921242115606,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,0,42,5888,1473,1.1266280740001093,0.6696037249985238,accuracy,0.7888662593346911,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,0,42,5888,1473,1.1266280740001093,0.6696037249985238,f1_macro,0.7818991269379312,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,0,42,5888,1473,1.1266280740001093,0.6696037249985238,f1_weighted,0.786596865835394,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,1,42,5889,1472,1.149506340001608,0.6519202630006475,accuracy,0.7995923913043478,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,1,42,5889,1472,1.149506340001608,0.6519202630006475,f1_macro,0.790357254171366,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,1,42,5889,1472,1.149506340001608,0.6519202630006475,f1_weighted,0.7970884387936066,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,2,42,5889,1472,1.1466447279999556,0.6302149459988868,accuracy,0.7941576086956522,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,2,42,5889,1472,1.1466447279999556,0.6302149459988868,f1_macro,0.7876509150576679,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,2,42,5889,1472,1.1466447279999556,0.6302149459988868,f1_weighted,0.7915257895571571,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,3,42,5889,1472,1.1294026619998476,0.631889226999192,accuracy,0.7989130434782609,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,3,42,5889,1472,1.1294026619998476,0.631889226999192,f1_macro,0.7909487078860992,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,3,42,5889,1472,1.1294026619998476,0.631889226999192,f1_weighted,0.7954358498932514,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,4,42,5889,1472,1.1261872539998876,0.6428189679991192,accuracy,0.8009510869565217,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,4,42,5889,1472,1.1261872539998876,0.6428189679991192,f1_macro,0.7947681457247824,neologdn,sudachi_core_mode_c
D_ablation,D3,knn,4,42,5889,1472,1.1261872539998876,0.6428189679991192,f1_weighted,0.7984315380511537,neologdn,sudachi_core_mode_c
